Image;code postal;Commune;Nom;Adresse;Contact mail;Contact téléphonique;Site internet;Réseau social Facebook;Réseau social Twitter;Réseau social Youtube;Texte descriptif;Etat;Typologie;Type innovation;XY;Horaires
;75020;Paris 20e;Colocation étudiante;23/43 rue Henry Duvernois;;;;;;;La RIVP à travers sa filiale Lerichemont propose des collocations étudiantes avant la démolition des tours de  logement.;existant;Nouveaux lieux - nouveaux services;Utilisation éphémère;;
;75012;Paris 12e;Gymnase Carnot;28 boulevard Carnot;;;http://rapport.paris.fr/projects-phares/des-equipements-sportifs-ouverts-tard-le-soir;;;;Des équipements sportifs ouverts tard le soir (minuit) pour des associations sportives qui gèrent les équipements de manière autonome (sans besoin d’agents municipaux). Identifié en réunion Arc-DJS;existant;Fabrique du projet;Montages innovants;48.843185,2.412902;
;75012;Paris 12e;Place Mazas;Quai de la rappée;reinventer.laseine@paris.fr;;http://www.reinventerlaseine.fr/fr/sites/1330-place-mazas-75.html;;;;Réinventer la Seine. Le site quai de la Rapée / place Mazas bénéficie d’une situation privilégiée et stratégique à la jonction du canal Saint Martin et de la Seine. Il est bordé au sud / ouest par la voie Georges Pompidou. Le site qui totalise près de 7000 m² est composite et multipropriétaire. A l’articulation entre le rez-de-quai au droit de l’écluse de l’Arsenal et le quai haut au niveau du Pont de Morlan et du quai de la Rapée ce site déploie de vastes espaces publics peu qualifiés à cheval sur le domaine public de voirie communale et le domaine public fluvial.;projet;Fabrique du projet;Montages innovants;;
;93200;Saint-Denis;Projet Cube;place du Front Populaire;;;;;;;;projet;Nouvelles économies et industries;Plateformes, incubateurs;;
;75018;Paris 18e;Réinventer Paris -  Italie;183 rue Ordener;;;http://www.reinventer.paris/fr/sites/1258-ordener-18e.html;;;;;projet;Fabrique du projet;Montages innovants;48.893644,2.335499;
;93300;Aubervilliers;Campus Condorcet Aubervilliers;Secteur de la Plaine;;;http://www.campus-condorcet.fr/Territoire/Le-site-d-Aubervilliers;;;;;projet;Innovation sociale et sociétale;Formation, Enseignement Supérieur et Recherche;;
;75013;Paris 13e;École Estienne;18 boulevard Auguste-Blanqui;;01 55 43 47 47;http://www.ecole-estienne.paris/;https://www.facebook.com/École-Estienne-321359818029020/timeline;;;École Supérieure d'Arts et Industries graphiques.;existant;Innovation sociale et sociétale;Formation, Enseignement Supérieur et Recherche;;
;93140;Bondy;Halle des Salins;24-32 route d'Aulnay;;;;;;;Située dans le périmètre de la ZAC des Rives de l’Ourcq à Bondy, la Halle des Salins témoigne du passé industriel du Canal de l’Ourcq: il s’agit d’une ancienne halle de stockage du sel acheminé par voie d’eau, offrant une façade principale le long de la berge au nord du canal.   La nouvelle occupation de la Halle des Salins fait partie de la première phase du projet de ZAC, qui verra se construire 1300 logements à l'horizon 2030. Ce bâtiment a pour vocation d'offrir une nouvelle programmation mixte culturelle et économique, ouverte au quartier en devenir. Nouvelle polarité de l'axe canal, il offrira un usage qui pourra évoluer dans le temps au fur et à mesure de la construction des nouveaux logements et de la mutation du secteur.;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.90814,2.4802619999999997;
;75012;Paris 12e;Institut de la vision;89 rue du faubourg Saint-Antoine;contact@institut-vision.org;01 53 46 26 48;http://www.incubateur-vision.org/;https://www.facebook.com/pages/Institut-de-la-Vision/133542633507385;-;https://www.youtube.com/user/institutdelavision;L’institut de la Vision cherche à trouver des solutions innovantes, techniques et thérapeutiques afin d’améliorer la vie des personnes atteintes de maladies de la vue. Pour ce faire, un incubateur ainsi qu’une pépinière d’entreprises dédiés au handicap sensoriel ont été mis en place.;existant;Nouvelles économies et industries;;48.850564,2.38117;
;75014;Paris 14e;La ressourcerie créative;82 avenue denfert-Rochereau;contact@laressourceriecreative.com;01 85 09 96 63;http://laressourceriecreative.com/;http://laressourceriecreative.com/;-;-;Située dans le 14ème arrondissement de Paris, la Ressourcerie créative récupère, valorise et revend les objets et matériaux dont les propriétaires n’ont plus besoin, dans le but de leur donner une seconde vie. Différents ateliers créatifs sont régulièrement proposés autour d’un thème prédéfini.;existant;Nouvelles formes d’économie « plurielle »;Economie sociale et solidaire;48.836898,2.334752;
;75019;Paris 19e;Mur rue de Crimée;36 rue de crimée;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1341-mur-rue-de-crimee-19e.html;;;;Le mur d’un bâtiment des années 30, exposé nord, est mis à disposition du porteur de projet. Ce mur est très visible depuis la rue, et est accessible depuis la rue Villa Robida et la rue de Crimée.;projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;75011;Paris 11e;Réinventer Paris -  Sous-station Voltaire;14 avenue Parmentier;;;http://www.reinventer.paris/fr/sites/1248-sous-station-voltaire-11e.html;;;;Transformation de la sous-station voltaire en espace cinématographique, avec un programme favorisant l’éducation à l’image ainsi que l’échange et la rencontre avec le public.;projet;Innovation sociale et sociétale;Lieux innovants de la culture et du sport;48.859558,2.37943;
;93120;La Courneuve;«Stand Up HEC»;centre commercial La Tour;;;;;;;Complexe hôtelier porté par une scoop, associant une centre de formation pilote.;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.927659,2.378437;
;75019;Paris 19e;104;5 rue Curial;contact@104.fr;01 53 35 50 00;http://www.104.fr/;https://www.facebook.com/104paris/;104paris;https://www.youtube.com/user/centquatre;Plateforme collaborative qui s’intéresse à la création artistique contemporaine dans toute sa diversité, elle accueille des artistes en résidence et accompagne l’émergence de nouvelles formes d’art avec le Cinq destiné aux pratiques amateurs, la Maison des Petits et un incubateur qui héberge et soutient le développement de start-ups.;existant;Innovation sociale et sociétale;Lieux innovants de la culture et du sport;48.889979,2.371504;
;75020;Paris 20e;Confluences;190 boulevard de Charonne;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;75013;Paris 13e;Les Frigos;19 rue des Frigos;-;clejj55@gmail.com;http://les-frigos.com/;https://www.facebook.com/pages/Les-Frigos/163638750318480;lesFrigos;-;Ancien bâtiment frigorifique désaffecté, le bâtiment est loué depuis les années 1980 à des artisans et à des artistes. Il regroupe aujourd’hui une centaine de professionnels dans près de 90 ateliers. 3000 personnes viennent s’y former chaque année.;existant;Innovation sociale et sociétale;Tiers-lieux;48.831313,2.379494;
;75019;Paris 19e;Locaux de l'agence I3F;67 Avenue de Flandre;frederic.mira@groupe3f.fr;;;;;;L'agence I3F libère ses locaux du 19è arrondissement laissant une opportunité immobilier pour faire soit de l'activité, soit du logement. L'usage final est à définir.;existant;Potentiels foncier ou immobilier;Projets immobiliers sans programme;;
;93200;Saint-Denis;Maison des start-up Icade;30 rue Proudhon;;;;;;;;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.837024,2.38977;
;75020;Paris 20e;Place Gambetta;Place Gambetta;dvd.places@paris.fr;;http://www.paris.fr/services-et-infos-pratiques/urbanisme-et-architecture/projets-urbains-et-architecturaux/reinventons-nos-places-2540;;;;Réinventons nos places. Apaiser l’espace public, rééquilibrer les usages au profit des piétons et des circulations douces et valoriser les espaces naturels. Procès caractérisé par la participation citoyenne en lien étroit avec des techniciens. Arbitrage sur la proposition finale à faire en 2016.;projet;Fabrique du projet;Participation et concertation;;
;75012;Paris 12e;Porte de Vincennes - Lot I2;;;;;;;;"Bâtiment sur le périphèrique. Démarche HQE et respect des objectifs du Plan Climat visés.
Programme: terrain de sport, Dojo/Salle d’arts martiaux,  Salle de danse";projet;Innovation dans l'architecture;Immeubles résilients et durables;48.8440549985,2.41401536507;
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/a3de427ae21bdef2bbd68825561b746c;75012;Paris 12e;SenseCube;11 rue Biscornet;contact@sensecube.cc;06 12 34 56 78;http://www.sensecube.cc/fr/;https://www.facebook.com/makesensesensecube;SenseCubeCC;-;Accélérateur de start-ups sociales et innovantes, SenseCube offre durant six mois un soutien personnalisé aux entrepreneurs pour les accompagner dans les défis au quotidien, grâce à une équipe dédiée et des mentors. Il s’inscrit également dans la communauté Makesense qui aide à résoudre les défis des entrepreneurs sociaux.;projet;Nouvelles économies et industries;Plateformes, incubateurs;48.850514,2.369649;
;75012;Paris 12e;Théâtre de l'Aquarium;Route du Champ de Manœuvre;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;75020;Paris 20e;Anneau Porte de Montreuil;sur périphérique;;;;;;;;projet;Innovation dans les usages;Espaces insolites;48.867953,2.392461;
;93400;Saint-Ouen;Gare Godillot;RUE GODILLOT;;;;;;;;existant;Innovation sociale et sociétale;;48.909631,2.34152;
;75019;Paris 18e;Gymnase et Jardin Poissonniers;110-122 rue des Poissonniers;;;;;;;;;Nouveaux services;;48.894842,2.352966;
;75014;Paris 14e;Pavillon circulaire;Porte d'Orléans;info@pavilloncirculaire.com;;http://www.pavilloncirculaire.com/;;;;Expérimentation construite sous le principe de réemploi des matériaux. Aujourd’hui il est placé sur le parvis à l’hôtel de Ville et sert comme espace d'expositions. Sera déplacé sur le Stade Élisabeth (14é) pour la création du boulodrome accueillant la buvette et le stockage des boulistes.;existant;Innovation dans l'architecture;Immeubles résilients et durables;48.821269,2.325567;
;93100;Montreuil;Zone d'activité;;;;;;;;Dufour fermée en 1981.;existant;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;;
;75019;Paris 19e;104 factory;5 rue Curial;incubateur@104.fr;01 53 35 51 27;http://www.104factory.fr/;https://www.facebook.com/104factory.fr;https://twitter.com/104factory;https://www.youtube.com/user/centquatre;104factory incubateur du 104 agit comme un accélérateur d’opportunités pour des porteurs de projets innovants qui s’inscrivent dans le champ des industries artistiques, culturelles et créatives.;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.889979,2.371504;
;92240;Malakoff;CASACO;6 Avenue Jean Jaurès;;;;;;;;existant;Innovation sociale et sociétale;Coworking;48.82161,2.303004;
;93500;Pantin;Siège social - Ressourcerie Emmaüs coup de main;31 avenue Edouard Vaillant;contact@coupdemain.org;01 48 44 44 92;http://www.emmaus-coupdemain.org/;https://www.facebook.com/Emmaüs-Coup-de-main-378154082278743/timeline?ref=page_internal;;;"Le projet associatif de l’association Emmaüs Coup de Main se structure autour d’un accompagnement global plus particulièrement orienté vers les familles en situation de rue ou vivant sur des bidonvilles. Il conjugue différentes initiatives en matière de maraude, d’hébergement, d’insertion et de solidarité.
Au-delà de sa mission d’accompagnement, le cœur de métier de l’association est celui du réemploi des objets auquel sont associées des activités de collecte, de réparation / revalorisation et de revente sur différents sites, formant un dispositif de type « Recyclerie ».";existant;Nouvelles économies et industries;Economie sociale et solidaire;;
;75019;Paris 19e;Carrefour numérique²;Cité des sciences et de l'industrie - 30, avenue Corentin-Cariou;carrefour-numerique@universcience.fr;01 40 05 80 00;http://www.cite-sciences.fr/fr/au-programme/lieux-ressources/carrefour-numerique2/;https://www.facebook.com/pages/Carrefour-Num%C3%A9rique/120605768027581;Carrnum;-;Espace public numérique depuis 2001, il cherche à permettre à tous d’aborder différemment les sciences et les techniques, à travers l’expérience utilisateur, le Do It Yourself et l’Intelligence Collective. Il se divise en différents espaces, dont un Fab Lab, un Living Lab, un atelier, un studio adaptable selon l’activité qu’il accueille.;existant;Nouvelles économies et industries;Fablab;48.897032,2.3852;
;75018;Paris 18e;Collectif 4c;Square Léon;collectif4c@gmail.com;;;;;;Le Collectif 4c est un collectif d'habitants du quartier goutte d'or en quête d'un lieu géré par les habitants pour les habitants, juste pour passer du temps ensemble, partager sa cuisine, inventer de drôles d'évènements culturels et prendre des cafés pas chers.;existant;Fabrique du projet;Utilisation éphémère;;
;75012;Paris 12e;Hôtel logistique;Bercy-Charenton;;;;;;;Site occupé par Geodis, au NE de l’échangeur de Bercy.  Projet d’hôtel logistique avec terminal embranché sur le faisceau ferroviaire.;projet;Innovation dans les usages;Logistique urbaine;48.8295835707,2.39473285576;
;75019;Paris 19e;Association de prévention du site de la Villette;211 Avenue Jean Jaurès;;01 40 03 77 76;http://apsv.fr/;;;;Cette association promeut l'insertion professionnel à travers la culture des personnes en précarité. Depuis 2013, un groupe est entièrement dédié à l'économie sociale et solidaire. Ses actions: la prévention des incivilités, l’accès à l’emploi, la lutte contre la discrimination, l’organisation de solutions alternatives à l’incarcération, l'éducation artistique et culturelle, l’éducation à la santé, la formation professionnelle.;existant;Nouvelles économies et industries;Economie sociale et solidaire;;
