IDENT_PVP;N_SQ_CA;NUM_PVP;ADR_ORI;ADR_SUP;TYP_PROT;MOTIVATION
14-0003;14;3;67-69 boulevard Saint-Jacques;2bis villa Saint-Jacques;BP;Immeuble d'angle construit en 1877 par l'architecte Jules Lecreux  présentant une façade composée de trois niveaux et de style éclectique. Il est représentatif des édifices à usage mixte d'habitation et d'atelier en vogue jusqu'à la fin du XIXème siècle. Façade en briques et pierre  ornementée de frontons  œils-de-bœuf  frises. Le n°69 s'inscrit dans la même lignée  avec ses baies d'ateliers et son fronton sculpté.
05-0222;5;222;10-12 rue Saint-Séverin;;BP;Au n°10 maison présentant une façade composée de trois travées propriété en 1768 du marchand papetier Pierre Boulanger (porte cochère supprimée au profit d'une boutique). Appuis de fenêtre en fer forgé. Bandeaux d'étage. Au n°12 maison du XVIIème siècle caractéristique avec deux lucarnes passantes maçonnées et une ancre métallique en façade.
06-0278;6;278;33 rue Guénégaud;;BP;Maison Louis XIV en pierre de taille  jumelle du n°31. Façade comportant deux travées et trois étages carrés sur rez-de-chaussée surmontée au-dessus de la corniche d'une grande lucarne. Appuis de fenêtre en fer forgé cintrés. Bandeaux d'étage à section rectangulaire. Porte piétonne Louis-Philippe.
06-0861;6;861;15 rue Bernard Palissy;17 rue du Dragon;BP;Maison d'angle du XVIIIème siècle présentant sur la rue du Dragon une façade composée de trois travées avec des appuis de fenêtre en fer forgé de style Louis XV sur quatre étages carrés. Soubassement en pierre.
14-0100;14;100;11-11b rue Victor Schoelcher;;BP;"Immeuble à programme mixte habitation-atelier construit en 1927 par les architectes Gauthier père et fils. Il abrite 48 ateliers groupés autour d'une cour ouverte et un étage de chambres de bonnes sous combles. Chaque appartement comprend un atelier de 35 m² environ avec au moins un grand mur formant panneau pour les travaux de grande surface une salle à manger cuisine une loggia ouverte pouvant être utilisée comme pièce de repos. Dans la hauteur de l'atelier (5 mètres 50 environ) on trouve formant partie entresolée et reliée par un petit escalier intérieur particulier une galerie-balcon suspendue dans le vide de l'atelier servant à la fois de dégagement pour les pièces de l'entresol de décoration intérieure et de point de vue pour l'examen d'une oeuvre fixée au mur opposé. La construction est en béton armé les façades traitées avec un rare dépouillement jouant seulement avec les contrastes d'échelle entre grandes baies des ateliers et fenêtres des pièces de service. Cette ""simplicité rationnelle"" lui a valu d'être mentionné au concours des façades en 1928."
05-0233;5;233;10 rue Saint-Victor;;BP;Maison présentant une façade composée de trois travées et de quatre étages carrés sur rez-de-chaussée. La façade est flanquée de chaînes. Chambranles moulurés autour des fenêtres. Garde-corps en fonte du XIXème siècle montés en tableau. Corniche saillante. Porte piétonne XIXème.
06-0622;6;622;1-3 rue Guisarde;14 rue Mabillon;BP;Au n°1 belle maison d'angle du début du XIXème siècle présentant des façades composées de trois travées et quatre étages carrés sur entresol et rez-de-chaussée. Elle a conservé une ancienne grille de commerce à barreaux droits sommée de pommes de pins. Frontons plats au-dessus des baies du premier étage. Au n°3 à l'ancien alignement maison dans son aspect actuel présentant une façade composée de trois travées et cinq étages carrés vers 1820 probablement sur des bases plus anciennes. Rue ouverte en 1620 sur l'emplacement de l'hôtel du Roussillon.
06-0029;6;29;12 rue Bonaparte;;BP;Immeuble de rapport d'inspiration néoclassique de la fin du XVIIIème présentant au deuxième étage des appuis conservés sur des consoles prismatiques et au premier étage des appuis à balustres. Dépendances de l'ancien couvent des Petits-Augustins supprimé en 1790 qui s'étendait à l'emplacement de l'actuelle école des Beaux-Arts selon Rochegude.
15-0039;15;39;38b avenue de Suffren;;BP;Maison de contremaîtres de 1866 commandée par Henri-Pierre Flaud industriel et construite à proximité de son domicile et de l'usine. Cette maison d'angle présente une façade composée de quatre étages carrés sur rez-de-chaussée. La façade est ornée d'une série de médaillons moulurés de chaque côté du pan coupé. Les fenêtres cintrées sont encadrées de chambranles à crossettes et surmontées d'une agrafe à la clé. Bandeaux d'étage. Persiennes. Exemple très représentatif d'une architecture modeste mais soignée destinée à une clientèle modeste.
06-0257;6;257;14 rue de l'Ancienne Comédie;;BP;"Ancienne Comédie Française de 1689 à 1770 ""hôtel des Comédiens du Roy"". La façade sur rue est construite par François D’Orbray vers 1689. Elle comportait à l’origine deux étages comprenant chacun six fenêtres couronnées par un fronton triangulaire où se trouvait en haut-relief ""La Minerve"" œuvre de Le Hongre avec au-dessous d’elle les armes de France et un cartouche comportant en lettres d’or sur fond noir l’inscription « Hôtel des Comédiens du Roy entretenus par Sa Majesté ». A la fin du XVIIIème siècle la façade est surmontée de deux étages et le grand balcon qui courrait sur toute la longueur ainsi que le cartouche et les armes de France disparurent. Le haut-relief La Minerve principal élément d'origine conservé est inscrit à l'inventaire supplémentaire des monuments historiques depuis 1928. La salle abandonnée en 1700 a disparu. En fond de cour : immeuble récent à façade-rideau appartenant à une compagnie d’assurances."
06-0616;6;616;17 rue Guisarde;;BP;Maison à l'ancien alignement présentant une façade composée de trois travées et de cinq étages carrés du début du XIXème siècle sur des bases probablement plus anciennes. Garde-corps montés en tableau. Rue ouverte en 1620.
06-0216;6;216;14 rue de Buci;;BP;Immeuble de style Louis-Philippe réalisée pour le pâtissier Née en 1844. Il constitue un bon exemple de la place de plus en plus grande prise par les ouvertures en façade de l'apparition des persiennes pliantes d'une ornementation de plus en plus présente : cartouches losanges pilastres…
15-0177;15;177;114 rue du Théâtre;;BP;La rue du Commerce est conçue pour devenir l'axe commercial principal du lotissement de Beaugrenelle (1824). Bordée d'immeubles souvent modestes mais non dénués de recherche la rue du Commerce forme avec ses abords un témoignage particulièrement intéressant de l'histoire et du développement des faubourgs de Paris. Bâtiment de 1846 de volumétrie modeste présentant une modénature développée
06-0551;6;551;4 rue Antoine Dubois;;BP;Belle maison du XVIIème siècle faisant partie d'une séquence homogène commencée lors du percement de la rue de l'Observance en 1672 à travers le fossé de l'enceinte afin de relier la rue Monsieur le Prince à l'Eglise des Cordeliers. Remarquables garde-corps Régence conservés aux deux premiers étages. Porte remarquable. Maison faisant partie du collège de théologie des Cordeliers (selon Lefeuve) établi à la fin du XVIIème siècle sur l'ancien cimetière de l'Ordre.
06-0527;6;527;3 rue Hautefeuille;impasse Hautefeuille;BP;Maison de Charbonnières (1683) puis de Leclerc de Lesseville (1720) selon Rochegude à l'emplacement de l'ancien hôtel de Cramault construit en 1486 et frappé d'alignement en 1680. Elle présente une haute façade composée de cinq travées sur la rue Hautefeuille. La porte cochère à vantaux en bois moulurés s'inscrit dans l'arcature découpant entresol et est ornée d'un encadrement de refends à joints creux. Fenêtres à guillotine. Traitement de l'angle sur l'impasse Hautefeuille caractéristique de la période.
06-0638;6;638;9 rue des Canettes;;BP;Maison du XVIIème siècle présentant un fruit important. Jacques Caffieri, sculpteur du roi, s'établit ici en 1707 dans une maison de six pièces qu'il partageait avec son fils Philippe (Lefeuve). Façade composée de deux travées principales au centre, de deux travées secondaires sur les côtés et de deux étages carrés et une double lucarne passante sommée d'un fronton triangulaire. Implantation à l'ancien alignement. Edifice référencé dans Babelon Jean-Pierre, Demeures parisiennes sous Henri IV et Louis XIII, éd. Hazan, Paris, 1991
04-0184;4;184;27 quai de Bourbon;;BP;île Saint-Louis. Maison de la haute bourgeoisie. Datant du XVIIe siècle les édifices initialement destinés à la haute bourgeoisie s'implantent sur une parcelle suffisamment grande pour être agrémentée d'une cour bien dimensionnée. Alignée sur rue la façade principale généralement en pierre présente une composition régulière ponctuée parfois par une porte cochère à rez-de-chaussée et un balcon à l'étage noble.
06-0055;6;55;1-11 rue des Beaux-Arts;;BP;Ensemble cohérent d'immeubles d'époque Restauration résultant du lotissement en 1828 de l'hôtel de La Rochefoucauld par M. Destroyes et du percement de la rue des Beaux-Arts. A l'origine il s'agissait d'un passage privé clôt par des grilles. Tous les immeubles de la rue possèdent les particularités stylistiques de la Restauration : quatre étages carrés sur rez-de-chaussée des baies rapprochées munies de persiennes en bois une porte cochère rectangulaire des motifs ornementaux limités aux frises. Les niveaux sont fortement marqués par des corniches rehaussées de grecques (n°5) et de rinceaux (n°10). Une seule façade possède un étroit balcon plaqué sur toute la largeur du premier étage (n°4). On remarque particulièrement le 1 rue des Beaux Arts situé à l'angle du 16 rue de Seine qui présente de grandes arcatures englobant l'entresol et le grand ensemble du 5/7 rue des Beaux-Arts avec son beau portail marqué d'une console à la clé son entresol orné de refends les baies des deux premiers étages encadrées de moulures et surmontées de dais.
06-0105;6;105;23 rue Jacob;;BP;Immeuble de rapport vers 1830. Façade sur rue sobrement décorée et composée de cinq travées et trois étages carrés en pierre de taille. Etage en retiré avec balcon filant. Baies du premier étage ornées de frontons plats. Corniche à modillons. Gardes-corps à décor de fonte montés en tableau. Cour pavée.
06-0639;6;639;11 rue des Canettes;;BP;Maison de la fin du XVIIIème siècle anciennement à l'enseigne des Deux Epées (selon Lefeuve) présentant une façade composée de quatre travées et de quatre étages carrés sur un rez-de-chaussée et un entresol sur un soubassement du XVIIème siècle. Garde-corps d'inspiration néoclassique. Appuis soutenus par des consoles. Entresol orné de refends.
04-0191;4;191;51 quai de Bourbon;;BP;île Saint-Louis. Maison à loyer. Datant du XVIIe siècle les édifices à vocation locative s'implantent sur des parcelles étroites et parfois suffisamment profonde pour accueillir un autre bâtiment adossé en fond de terrain. Alignée sur rue la façade recouverte par un enduit de teinte claire présente une sobriété ornementale qui se limite aux moulures soulignant les différents niveaux.
06-0026;6;26;22 rue Bonaparte;;BP;Immeuble d'époque Louis XIV avec façade enduite remaniée ultérieurement composée de deux travées avec deux grandes arcatures découpant l'entresol. Elévation de trois étages carrés sur rez-de-chaussée et entresol. Remarquables appuis de fenêtres en fer forgé XVIIème au premier étage. Deux lucarnes à frontons. Maison jumelle du n°24.
06-0089;6;89;30 rue Jacob;;BP;Grande maison de rapport pouvant être datée vers 1830. Façade cantonnée par deux chaînes d'angle. Appuis soutenus par des consoles discrètes. Garde-corps de fonte en tableau. Belle porte portant un décor en fonte.
06-0664;6;664;16-18 rue des Canettes;;BP;Maison du XVIIIème siècle en continuité avec celle établie au n°18 (même arcatures englobant l'entresol ornée d'une clé rocaille corniches identiques ferronneries de même motif Régence) mais sur deux parcelles différentes. Au n°18 maison datée de la première moitié du XVIIIème siècle avec enseigne de style rocaille représentant quatre canes. Lefeuve présente ces deux maisons comme l'oeuvre du maître-maçon et spéculateur Phelippon édifiées pour son compte vers la fin de la Régence à l'emplacement d'un hôtel. Enseigne et façade sur rue de l’immeuble au nº18 rue des Canettes inscrites à l'inventaire supplémentaire des monuments historiques depuis 1984.
